"","X1","new_col"
"1639","дисертація",0
"1640","дисидент",0
"1641","дискомфортний",-1
"1642","дисконтний",0
"1643","дискредитація",-1
"1644","дискредитувати",-1
"1645","дискримінаційний",-1
"1646","дискримінація",-1
"1647","дискусія",0
"1648","дислокація",0
"1649","дислокуватися",0
"1650","дистанція",0
"1651","дисфункція",-2
"1652","дисципліна",0
"1653","дитина",0
"1654","дитинка",0
"1655","дитинство",1
"1656","дитя",1
"1657","диявол",-1
"1658","диявольський",-2
"1659","діагноз",0
"1660","діаграма",0
"1661","діамантовий",0
"1662","діапазон",1
"1663","діаспора",0
"1664","діватися",0
"1665","дівка",-1
"1666","дівочий",0
"1667","дідівщина",-1
"1668","дієвість",1
"1669","дієздатний",0
"1670","дійсний",0
"1671","дійсність",0
"1672","ділитися",0
"1673","діловий",0
"1674","діоксин",-2
"1675","дірка",-1
"1676","дірявий",-1
"1677","діставати",0
"1678","діставатися",0
"1679","дітдомівський",0
"1680","дітдомовець",0
"1681","дітище",0
"1682","дітлахи",1
"1683","дія",0
"1684","діяльний",0
"1685","діяльність",0
"1686","діяння",0
"1687","діяти",0
"1688","діяч",-1
"1689","дніпропетровський",0
"1690","дно",0
"1691","доба",0
"1692","добити",-2
"1693","добірний",-1
"1694","доблесний",1
"1695","доблесть",1
"1696","добренький",0
"1697","добриво",0
"1698","добрий",1
"1699","добріти",2
"1700","добро",1
"1701","добробут",1
"1702","добровільний",0
"1703","добровільно",1
"1704","доброволець",1
"1705","добровольчий",1
"1706","добродійний",1
"1707","доброзичливий",1
"1708","доброзичливий",1
"1709","доброзичливість",2
"1710","добропорядний",2
"1711","доброта",1
"1712","добротний",1
"1713","доброчесний",1
"1714","доброякісний",1
"1715","довгий",0
"1716","довгий",0
"1717","довговічний",1
"1718","довгограючий",0
"1719","довголіття",2
"1720","довгоочікуваний",1
"1721","довгостроковий",0
"1722","довготривалий",0
"1723","довжина",0
"1724","довід",0
"1725","довір'я",1
"1726","довіра",1
"1727","довірчий",1
"1728","довіряти",1
"1729","довічний",-2
"1730","доводити",0
"1731","доводитися",0
"1732","догляд",0
"1733","доглянутий",1
"1734","догори",0
"1735","додатковий",0
"1736","додатковий",0
"1737","доживати",0
"1738","дожити",1
"1739","дозвіл",0
"1740","дозвільний",0
"1741","дозволяти",0
"1742","доказ",0
"1743","доказовий",0
"1744","докір",-2
"1745","докладний",0
"1746","доконати",-2
"1747","докочуватися",-1
"1748","докторський",0
"1749","доктрина",0
"1750","документ",0
"1751","документальний",0
"1752","документація",0
"1753","докучати",-1
"1754","докучливий",-1
"1755","долати",0
"1756","домагання",-2
"1757","домагатися",0
"1758","домагатися",0
"1759","домінування",0
"1760","домінувати",0
"1761","домовленість",0
"1762","домовлятися",0
"1763","донор",0
"1764","допит",0
"1765","допитливий",1
"1766","допитливий",1
"1767","допитливий",1
"1768","допитувати",-1
"1769","допитуючи",-2
"1770","доплата",1
"1771","доплачувати",0
"1772","допомагати",0
"1773","допоміжний",0
"1774","допомога",1
"1775","допомога",1
"1776","допускати",0
"1777","допускатися",0
"1778","допустимий",0
"1779","дореволюційний",0
"1780","доречний",1
"1781","дорівнювати",0
"1782","дорікати",-1
"1783","дорогий",1
"1784","дорогоцінний",1
"1785","дорожнеча",-1
"1786","доручати",0
"1787","доручення",0
"1788","досвід",0
"1789","досвідчений",2
"1790","досилати",0
"1791","досить-таки",0
"1792","досконалий",1
"1793","досконалість",1
"1794","доскональний",0
"1795","дослідження",1
"1796","досліджувати",0
"1797","дослідник",0
"1798","дослідницький",0
"1799","достатній",0
"1800","достаток",2
"1801","достаток",2
"1802","достеменний",0
"1803","достовірний",0
"1804","достовірність",0
"1805","достовірно",1
"1806","достойний",1
"1807","достроковий",0
"1808","доступ",0
"1809","доступний",0
"1810","доступність",0
"1811","досягнення",1
"1812","досягти",1
"1813","дотація",0
"1814","дотримання",0
"1815","дотримуватися",0
"1816","дотримуватися",0
"1817","дотримуватися",0
"1818","доучуватися",0
"1819","дохід",0
"1820","дохлий",-2
"1821","дохнути",-2
"1822","доходність",1
"1823","доцент",0
"1824","доцільний",1
"1825","доцільність",0
"1826","дошкільний",0
"1827","дошкуляти",-2
"1828","дражнити",-2
"1829","драконівський",-2
"1830","драматичний",-1
"1831","дратівливий",-1
"1832","дратувати",-1
"1833","дратуватися",-2
"1834","древній",0
"1835","древність",0
"1836","дріб'язковий",-1
"1837","дріб'язковий",-1
"1838","дрібниця",0
"1839","дробовий",0
"1840","дробовик",0
"1841","дрова",0
"1842","друг",0
"1843","другорядний",0
"1844","другосортний",-1
"1845","дружина",0
"1846","дружити",1
"1847","дружний",2
"1848","дружній",1
"1849","дружній",1
"1850","друкарня",0
"1851","друкований",0
"1852","друкуватися",0
"1853","дужий",1
"1854","думати",0
"1855","думатиметься",0
"1856","думка",0
"1857","думський",0
"1858","дупа",-2
"1859","дурацький",-1
"1860","дурень",-2
"1861","дурити",-2
"1862","дурість",-1
"1863","дурість",-2
"1864","дурний",-1
"1865","дурний",-2
"1866","дурник",-1
"1867","дурниця",-1
"1868","дурнуватий",-1
"1869","дух",0
"1870","духовний",0
"1871","духовність",1
"1872","душити",-1
"1873","дхарма",0
"1874","дякувати",1
"1875","евакуація",0
"1876","евакуювати",0
"1877","евтаназія",0
"1878","его",0
"1879","егоїзм",-2
"1880","егоїстичний",-1
"1881","егоцентричний",-1
"1882","ейфорія",2
"1883","еквівалентний",1
"1884","екзаменаційний",0
"1885","екзистенціальний",0
"1886","екзотичний",0
"1887","екіпаж",0
"1888","еколог",0
"1889","екологічний",1
"1890","екологія",0
"1891","економити",-1
"1892","економічний",0
"1893","економія",0
"1894","екран",0
"1895","екранізувати",0
"1896","екранний",0
"1897","екс",0
"1898","екс-міністр",0
"1899","екс-президент",0
"1900","екс-прем'єр",0
"1901","екскаватор",0
"1902","ексклюзивний",1
"1903","експансія",-1
"1904","експеримент",0
"1905","експериментальний",0
"1906","експерт",0
"1907","експертний",0
"1908","експлуатувати",-1
"1909","експортний",0
"1910","експортувати",0
"1911","експресивний",-1
"1912","експропріація",-1
"1913","екстенсивний",0
"1914","екстравагантний",-1
"1915","екстраординарний",0
"1916","екстремальний",1
"1917","екстремізм",-1
"1918","екстремістський",-1
"1919","ексцентричний",0
"1920","елегантний",1
"1921","електоральний",0
"1922","електорат",0
"1923","електромагнітний",0
"1924","електронний",0
"1925","елемент",0
"1926","елементарний",0
"1927","еліта",0
"1928","елітний",1
"1929","ель",0
"1930","ембарго",-1
"1931","емігрант",0
"1932","еміграція",0
"1933","емігрувати",0
"1934","емірат",0
"1935","емоційний",0
"1936","емоція",0
"1937","емфізема",-2
"1938","енергетик",0
"1939","енергетичний",0
"1940","енергійний",2
"1941","енергія",0
"1942","енергоефективний",0
"1943","енергонезалежний",1
"1944","енергоносій",0
"1945","ентузіаст",1
"1946","енцефаліт",0
"1947","епізодичний",0
"1948","епілептичний",-2
"1949","епіцентр",0
"1950","епічний",1
"1951","епопея",0
"1952","епоха",0
"1953","епохальний",1
"1954","ергономічний",0
"1955","ерос",0
"1956","еротичний",-1
"1957","есесівець",0
"1958","ескадра",0
"1959","есмінець",0
"1960","естафета",0
"1961","естетичний",1
"1962","естетичний",1
"1963","естонський",0
"1964","еталонний",0
"1965","етика",0
"1966","етичний",1
"1967","етичний",1
"1968","етнічний",0
"1969","етнографічний",0
"1970","етнокультурний",0
"1971","етнос",0
"1972","ефект",1
"1973","ефективний",1
"1974","ефективність",2
"1975","ефективно",1
"1976","ефемерний",-1
"1977","ефір",0
"1978","ефірний",0
"1979","євразійський",0
"1980","євроатлантичний",1
"1981","європеєць",0
"1982","європейський",0
"1983","єгипетський",0
"1984","єдиний",0
"1985","єдиний",0
"1986","єдність",1
"1987","єзуїт",0
"1988","єкатеринбурзький",0
"1989","ємний",0
"1990","єресь",-1
"1991","єрусалимський",0
"1992","єхидний",-2
"1993","жаданий",1
"1994","жадати",0
"1995","жадібний",-1
"1996","жадібність",-1
"1997","жалити",-1
"1998","жалісливий",1
"1999","жалісливий",1
"2000","жалісливий",1
"2001","жалісний",0
"2002","жалість",0
"2003","жалувати",-2
"2004","жалюгідний",-2
"2005","жанровий",0
"2006","жарт",0
"2007","жартівливий",1
"2008","жартівливий",1
"2009","жартівник",0
"2010","жахати",-1
"2011","жахатися",-1
"2012","жахливий",-2
"2013","жахливо",-1
"2014","жахливо",-2
"2015","жвавий",0
"2016","жебрак",-1
"2017","женевський",0
"2018","жертва",-2
"2019","жертводавець",0
"2020","жертвувати",-1
"2021","жерти",-2
"2022","жесть",0
"2023","жетон",0
"2024","жетончик",0
"2025","живенько",0
"2026","живий",1
"2027","живлення",0
"2028","живоносний",1
"2029","животрепетне",1
"2030","живучий",1
"2031","жид",-1
"2032","жидівський",-1
"2033","жирний",0
"2034","жирувати",-2
"2035","житель",0
"2036","жити",0
"2037","житіє",0
"2038","житловий",0
"2039","житлово-комунальний",0
"2040","життєвий",0
"2041","життєздатний",1
"2042","життєрадісний",1
"2043","життєстверджуючий",1
"2044","жінка",0
"2045","жіночий",0
"2046","жіночний",1
"2047","жовтень",0
"2048","жовтий",0
"2049","жовтневий",0
"2050","жовчний",-1
"2051","жопа",-2
"2052","жорсткість",0
"2053","жорстокий",-2
"2054","жорстокість",-2
"2055","жриця",1
"2056","жура",-1
"2057","журнал",0
"2058","журналіст",0
"2059","журналістика",0
"2060","журналістка",0
"2061","журналістський",0
"2062","з'єднання",-1
"2063","з'єднувати",0
"2064","з'єднуватися",0
"2065","з'ясовувати",0
"2066","заарештований",-1
"2067","забавляти",0
"2068","забавно",0
"2069","забагато",0
"2070","забайкальський",0
"2071","забезпечення",1
"2072","забезпечувати",0
"2073","забетонувати",-2
"2074","забивати",-1
"2075","заблокувати",0
"2076","заблудлий",-1
"2077","заблукати",-1
"2078","заборгованість",-1
"2079","заборона",0
"2080","заборонний",-1
"2081","забороняти",-1
"2082","заборонятися",-1
"2083","забруднення",-1
"2084","зав'язка",0
"2085","завагітніти",-2
"2086","завалювати",0
"2087","завантажувальний",0
"2088","завгодно",0
"2089","завдання",0
"2090","завербовувати",-1
"2091","завербувати",-2
"2092","завершити",1
"2093","завершувати",0
"2094","завершуватися",0
"2095","завестися",-2
"2096","завжди",0
"2097","завзятий",-1
"2098","завзятий",-1
"2099","завзятий",1
"2100","завзятість",1
"2101","завзято",0
"2102","завивання",-1
"2103","завивати",-1
"2104","завидний",1
"2105","завинити",-2
"2106","завідомий",0
"2107","завідувати",0
"2108","завіряти",0
"2109","завод",0
"2110","завойовувати",0
"2111","завоювання",0
"2112","завтрашній",0
"2113","завчасний",1
"2114","загадка",0
"2115","загадковий",0
"2116","загальний",0
"2117","загальний",0
"2118","загальновизнаний",0
"2119","загальновідомий",0
"2120","загальногромадянський",0
"2121","загальноєвропейський",0
"2122","загальнолюдський",1
"2123","загальнонародний",0
"2124","загальнополітичний",0
"2125","загальноприйнятий",0
"2126","загальноросійський",0
"2127","загальносвітовий",1
"2128","заганяти",-2
"2129","загарбник",-1
"2130","загартовувати",2
"2131","загасити",-2
"2132","загибель",-1
"2133","загинути",-2
"2134","загін",0
"2135","заглушати",0
"2136","заговорювати",-2
"2137","заголовок",0
"2138","загоряння",0
"2139","загострення",-1
"2140","загострюватися",-1
"2141","загробний",0
"2142","загрожувати",-2
"2143","загроза",-1
"2144","загрузнути",-2
"2145","загубити",-1
"2146","задавлювати",-1
"2147","задавнений",-2
"2148","задача",0
"2149","задіювати",0
"2150","задіяний",-2
"2151","задовільний",1
"2152","задоволений",0
"2153","задоволення",2
"2154","задоволення",2
"2155","задовольняти",0
"2156","задовольнятися",0
"2157","задумка",0
"2158","задушевний",1
"2159","задушений",-2
"2160","задушити",-1
"2161","зажерливий",-2
"2162","зажертися",-2
"2163","заздрісний",-1
"2164","заздрість",-1
"2165","зазіхати",-2
"2166","заїдати",-2
"2167","зайвий",-1
"2168","зайнятість",0
"2169","зайобувати",-2
"2170","закачувати",0
"2171","закидати",0
"2172","закінчення",0
"2173","закінчити",-2
"2174","закладка",0
"2175","закликати",1
"2176","заклопотаність",-1
"2177","заключний",0
"2178","заколот",0
"2179","заколотник",-2
"2180","закомплексований",-1
"2181","законно",0
"2182","законодавець",0
"2183","законодавство",0
"2184","законодавчий",0
"2185","закопувати",-2
"2186","закордон",0
"2187","закордонний",0
"2188","закоренілий",0
"2189","закохуватися",1
"2190","закрадатися",0
"2191","закриття",0
"2192","закріплювати",0
"2193","закупівля",0
"2194","закуповуватися",0
"2195","закурювати",1
"2196","закусити",-2
"2197","залежати",0
"2198","залежність",0
"2199","залізний",0
"2200","залучати",1
"2201","залучення",0
"2202","залучення",0
"2203","залякування",-1
"2204","заляпувати",0
"2205","заманливий",1
"2206","замаскований",-2
"2207","замах",-1
"2208","замикати",-1
"2209","замислюватися",0
"2210","замінний",0
"2211","замкнутий",-1
"2212","замовкнути",-2
"2213","замовляти",0
"2214","замовник",0
"2215","замовчувати",-1
"2216","замовчувати",-1
"2217","заможний",0
"2218","заможний",0
"2219","заморожувати",0
"2220","заморочуватися",-1
"2221","заморський",1
"2222","замучений",-2
"2223","занадто",0
"2224","занапастити",-2
"2225","заначка",0
"2226","занепад",-1
"2227","занепадницький",-1
"2228","занепокоєння",-1
"2229","занепокоїтися",-2
"2230","заново",0
"2231","занудити",-2
"2232","занудний",-1
"2233","занудьгувати",-1
"2234","занурення",0
"2235","заняття",0
"2236","заокеанський",0
"2237","заохочення",0
"2238","заохочувальний",1
"2239","заохочувати",0
"2240","заочний",0
"2241","заощадження",0
"2242","заощадити",0
"2243","запалення",-1
"2244","запальний",0
"2245","запаморочливий",-1
"2246","запаморочливий",1
"2247","запах",0
"2248","запеклий",-1
"2249","запеклий",-1
"2250","заперечення",0
"2251","заперечувати",-1
"2252","заперечувати",-1
"2253","записка",0
"2254","записуватися",0
"2255","запідозрити",-2
"2256","запідозрювати",-1
"2257","запізнення",-1
"2258","запланувати",0
"2259","заплутувати",-1
"2260","запобігання",0
"2261","запобігати",1
"2262","запобіжник",0
"2263","заповіт",0
"2264","заповітний",1
"2265","заповнювати",0
"2266","заподіювати",-2
"2267","заподіяний",-2
"2268","заподіяння",0
"2269","запозичення",0
"2270","запороти",-2
"2271","запорошений",0
"2272","заправка",0
"2273","запроторити",-2
"2274","запроторювати",-2
"2275","запрошення",0
"2276","запрошувати",0
"2277","запускати",0
"2278","запущений",0
"2279","заражати",-1
"2280","заражатися",-1
"2281","зараження",-1
"2282","зараза",-2
"2283","зараховувати",0
"2284","зарватися",-2
"2285","зареєструватися",0
"2286","зарепетувати",-2
"2287","заривати",0
"2288","зарізати",-2
"2289","заробітний",0
"2290","заробіток",0
"2291","заробітчанин",-1
"2292","заробляння",0
"2293","заробляти",0
"2294","заручник",-1
"2295","зарядитися",1
"2296","засвідчувати",0
"2297","засвічуватись",-1
"2298","засівати",0
"2299","засідання",0
"2300","засідатель",0
"2301","засідка",-1
"2302","заслуга",1
"2303","заслужений",1
"2304","заслужено",1
"2305","заслужити",1
"2306","засмоктувати",0
"2307","засмучувати",-1
"2308","засмучуватися",-1
"2309","засмучуватися",-1
"2310","засмучуватися",-1
"2311","засновник",0
"2312","засновувати",0
"2313","заснування",0
"2314","заснути",0
"2315","заспокійливий",-2
"2316","заспокоювати",1
"2317","заспокоюватися",1
"2318","застарівати",-1
"2319","застарілий",-1
"2320","застереження",0
"2321","застійний",-1
"2322","застогнати",-2
"2323","застосовуватися",0
"2324","застосування",0
"2325","застраховувати",0
"2326","застрелюватися",-1
"2327","застрявати",0
"2328","застрягати",-2
"2329","заступник",0
"2330","засуджений",-2
"2331","засуджувати",-1
"2332","засуджувати",-1
"2333","засуджуючи",-2
"2334","засудити",-2
"2335","затаєний",-2
"2336","затверджуватися",0
"2337","затишний",1
"2338","затівати",0
"2339","затоплення",-1
"2340","затоплювати",-1
"2341","затрачувати",0
"2342","затребувати",0
"2343","затримання",0
"2344","затримати",-2
"2345","затримувати",-2
"2346","затьмарювати",0
"2347","затягувати",0
"2348","затягуватися",-1
"2349","затяжний",0
"2350","затятий",0
"2351","зауваження",-1
"2352","зафіксувати",0
"2353","захват",2
"2354","захват",2
"2355","захворювання",-1
"2356","захисний",0
"2357","захист",1
"2358","захищатися",0
"2359","захищеність",0
"2360","західний",0
"2361","західноєвропейський",0
"2362","захланний",-2
"2363","захлинаючись",0
"2364","захмарний",0
"2365","заховати",-1
"2366","захоплений",1
"2367","захоплений",1
"2368","захоплення",-1
"2369","захоплення",2
"2370","захоплювати",2
"2371","захоплювати",-1
"2372","захоплювати",2
"2373","захоплюватися",2
"2374","захоплюватися",1
"2375","захоплюючий",1
"2376","захотітися",0
"2377","зациклюватися",-1
"2378","зацікавлювати",1
"2379","зацікавлюватися",0
"2380","заціплювати",0
"2381","зачаровувати",1
"2382","зачарування",1
"2383","зачепив",0
"2384","зачепити",0
"2385","зачитувати",0
"2386","зачіпати",0
"2387","зашити",-2
"2388","зашкалювати",-1
"2389","зашкарублий",-1
"2390","зашкутильгати",-2
"2391","зашморг",-2
"2392","заявник",0
"2393","збагачення",0
"2394","збагачувальний",0
"2395","збалансований",1
"2396","збанкрутувати",-1
"2397","збереження",0
"2398","зберігання",0
"2399","зберігати",1
"2400","зберігатися",0
"2401","збивати",0
"2402","збиратися",0
"2403","збитковий",-1
"2404","збиток",-1
"2405","збиток",-1
"2406","збіг",0
"2407","збігатися",0
"2408","збільшення",0
"2409","збільшувати",1
"2410","збільшуватися",0
"2411","збір",0
"2412","зближення",1
"2413","збори",0
"2414","збоченець",-2
"2415","збочення",-1
"2416","збочувати",-1
"2417","збрехати",-2
"2418","збройовий",0
"2419","зброя",-1
"2420","збувати",0
"2421","збудження",0
"2422","збудник",-1
"2423","збунтуватися",-2
"2424","збурити",-2
"2425","збутися",2
"2426","зважений",1
"2427","зважувати",0
"2428","звалище",0
"2429","звалювати",-1
"2430","звалюватися",-1
"2431","звання",1
"2432","зведення",0
"2433","звернення",0
"2434","звертати",0
"2435","звершений",1
"2436","звинуватити",-2
"2437","звинувачення",-1
"2438","звинувачувати",-1
"2439","звинувачувати",-1
"2440","звичайний",0
"2441","звільнення",1
"2442","звільнення",-1
"2443","звільняти",-1
"2444","звільняти",1
"2445","звільнятися",1
"2446","звільнятися",1
"2447","звіріти",-1
"2448","звірство",-2
"2449","звіт",0
"2450","звітність",0
"2451","звітувати",-1
"2452","зводити",-2
"2453","зволікати",-1
"2454","зворушливий",1
"2455","зворушливий",1
"2456","згадка",0
"2457","згадуватися",0
"2458","згвалтування",-2
"2459","згвалтувати",-2
"2460","згинути",-2
"2461","згодитися",0
"2462","згодом",0
"2463","згорьований",-2
"2464","зграя",-1
"2465","згубний",-1
"2466","згубний",-1
"2467","згуртований",1
"2468","зґвалтований",-2
"2469","зґвалтувати",-2
"2470","здавлюючи",-2
"2471","здатний",0
"2472","здерти",-2
"2473","здивування",0
"2474","здирство",-1
"2475","здібний",1
"2476","здійснення",0
"2477","здійснювати",0
"2478","здійснювати",0
"2479","здійснюватися",0
"2480","здобувати",0
"2481","здобути",1
"2482","здогад",-2
"2483","здогадуватися",0
"2484","здогадуватися",0
"2485","здолати",1
"2486","здорово",0
"2487","здорожчати",-1
"2488","здохнути",-2
"2489","здравий",1
"2490","здраво",1
"2491","здравомислячий",1
"2492","здравствувати",0
"2493","здригатися",0
"2494","здригатися",0
"2495","зебра",0
"2496","зек",-1
"2497","зелений",0
"2498","земельний",0
"2499","землевласник",0
"2500","зенітний",0
"2501","зерно",0
"2502","зібраний",1
"2503","зіграти",0
"2504","зізнаватися",-2
"2505","зіпсувати",-1
"2506","зіпсуватися",-1
"2507","зірка",1
"2508","зіткнення",-1
"2509","злагода",1
"2510","злагоджений",1
"2511","злазити",0
"2512","зламати",-2
"2513","зламатися",-1
"2514","зламувати",-1
"2515","златоуст",0
"2516","зле",-1
"2517","зливати",-1
"2518","зливатися",0
"2519","злидні",-1
"2520","злий",-1
"2521","злити",-2
"2522","злитися",-1
"2523","злиття",1
"2524","злісний",-1
"2525","злісний",-2
"2526","злість",-2
"2527","злітати",0
"2528","зло",-1
"2529","злободенний",0
"2530","зловживання",-2
"2531","зловмисний",-1
"2532","зловмисник",-2
"2533","злодійський",-2
"2534","злодіяння",-2
"2535","злом",-1
"2536","зломлений",-2
"2537","злопам'ятний",-1
"2538","злорадний",-1
"2539","злочин",-1
"2540","злочинний",-1
"2541","злочинниця",-2
"2542","злощасний",-1
"2543","злоякісний",-1
"2544","злякати",-2
"2545","злякатися",-1
"2546","змагати",-2
"2547","змагатися",0
"2548","зменшувальний",0
"2549","зменшувати",0
"2550","зменшуватися",-2
"2551","змести",-2
"2552","зміна",0
"2553","змінювати",0
"2554","змінюватися",0
"2555","змістовний",0
"2556","змітати",-1
"2557","зміцнення",1
"2558","зміцнити",1
"2559","зміцнювати",0
"2560","зміцнюватися",0
"2561","змішувати",0
"2562","змова",-1
"2563","змова",-1
"2564","змовник",-1
"2565","змучений",-1
"2566","змушувати",-1
"2567","змушувати",-1
"2568","знадобитися",0
"2569","знак",1
"2570","знаменитий",0
"2571","знаменний",1
"2572","знатний",0
"2573","знахідка",0
"2574","знаходження",0
"2575","значення",0
"2576","значимість",0
"2577","значитися",0
"2578","значний",1
"2579","значний",1
"2580","знеболювати",0
"2581","зневажати",-2
"2582","зневажливий",-1
"2583","зневажливий",-1
"2584","знеможений",-2
"2585","знехотя",-1
"2586","знешкоджувати",1
"2587","зниження",0
"2588","знижувати",0
"2589","знижуватися",-1
"2590","зникати",0
"2591","зникнути",-1
"2592","знищений",-2
"2593","знищення",-1
"2594","знищити",-2
"2595","знищувати",-1
"2596","знищуватися",-1
"2597","знімальний",0
"2598","зніяковілість",-1
"2599","знову",0
"2600","знос",-1
"2601","знущальний",-1
"2602","знущання",-2
"2603","знущатися",-2
"2604","зняття",0
"2605","зобов'язання",0
"2606","зобов'язувати",-1
"2607","зобов'язуватися",0
"2608","зовнішній",0
"2609","зовнішньополітичний",0
"2610","золотий",1
"2611","золото",0
"2612","зомбі",-1
"2613","зомбувати",-1
"2614","зона",0
"2615","зоряний",0
"2616","зошит",0
"2617","зрада",-2
"2618","зрада",-2
"2619","зраджувати",-1
"2620","зрадіти",0
"2621","зрадник",-2
"2622","зрадництво",-2
"2623","зрадницький",-2
"2624","зрадниця",-2
"2625","зразок",0
"2626","зречення",0
"2627","зривати",-1
"2628","зрозумілий",0
"2629","зручний",1
"2630","зручність",1
"2631","зручно",1
"2632","зрушуватися",0
"2633","зсув",-1
"2634","зубожілий",-1
"2635","зуміти",0
"2636","зупинка",-1
"2637","зупинятися",0
"2638","зусилля",0
"2639","зустрінути",1
"2640","зустріч",0
"2641","зухвалий",1
"2642","зухвальство",-2
"2643","зціпити",-2
"2644","зчинити",-1
"2645","зчиняти",-2
"2646","зять",0
"2647","іврит",0
"2648","іграшка",0
"2649","іграшковий",0
"2650","ідеал",1
"2651","ідеалізм",1
"2652","ідеалізувати",-2
"2653","ідеальний",1
"2654","ідейний",1
"2655","ідентифікація",0
"2656","ідентифікувати",0
"2657","ідентичний",0
"2658","ідеолог",0
"2659","ідеологічний",0
"2660","ідеологія",0
"2661","ідіот",-1
"2662","ідіотизм",-2
"2663","ідіотський",-2
"2664","ідіотський",-1
"2665","ієрархія",0
"2666","ієрогліф",0
"2667","ізгой",-2
"2668","ізмайловський",0
"2669","ізолювати",0
"2670","ізоляція",0
"2671","ізраїльський",0
"2672","ізраїльтянин",0
"2673","ікона",0
"2674","ілюзія",-1
"2675","ілюзорний",0
"2676","ім'я",0
"2677","іменинниця",1
"2678","іменитий",0
"2679","іменний",0
"2680","імеретинський",0
"2681","імідж",0
"2682","іммігрант",0
"2683","імміграційний",0
"2684","імміграція",0
"2685","імператорський",1
"2686","імперіалістичний",0
"2687","імперія",0
"2688","імперський",0
"2689","імпонувати",1
"2690","імпорт",0
"2691","імпортний",0
"2692","імпортувати",0
"2693","імпульс",0
"2694","імпульсивний",0
"2695","імунітет",1
"2696","ін'єкція",0
"2697","інавгурація",0
"2698","інвалід",-1
"2699","інвалідність",-1
"2700","інвестиційний",0
"2701","інвестиція",0
"2702","інвестор",0
"2703","інвестувати",0
"2704","індексація",0
"2705","індивідуальний",0
"2706","індикатор",0
"2707","індиферентний",-1
"2708","індонезійська",0
"2709","індульгенція",1
"2710","індустріалізація",0
"2711","індустріальний",0
"2712","індустрія",0
"2713","інженер",0
"2714","інженерний",0
"2715","ініціатива",0
"2716","ініціативний",0
"2717","ініціювати",0
"2718","інклюзивний",1
"2719","інкримінований",-2
"2720","інноваційний",1
"2721","інновація",0
"2722","іноземець",0
"2723","іноземний",0
"2724","іномарка",0
"2725","інопланетний",0
"2726","інородець",-1
"2727","інсинуація",-2
"2728","інстинктивний",0
"2729","інститут",0
"2730","інструмент",0
"2731","інсульт",-1
"2732","інтеграційний",0
"2733","інтеграція",1
"2734","інтегрований",1
"2735","інтегрувати",0
"2736","інтегруватися",0
"2737","інтелект",0
"2738","інтелектуал",1
"2739","інтелектуальний",1
"2740","інтелігент",0
"2741","інтелігентний",1
"2742","інтелігентський",0
"2743","інтелігенція",1
"2744","інтенсивний",1
"2745","інтенсивність",0
"2746","інтенсифікація",1
"2747","інтервенція",-1
"2748","інтерес",0
"2749","інтернаціоналіст",0
"2750","інтернаціональний",0
"2751","інтернет",0
"2752","інтимний",0
"2753","інтонація",0
"2754","інтрига",0
"2755","інтриганство",-2
"2756","інтригувати",0
"2757","інтуїтивний",0
"2758","інтуїція",1
"2759","інфантильний",-1
"2760","інфаркт",-1
"2761","інфекція",-2
"2762","інфернальний",-1
"2763","інфляція",0
"2764","інформаційний",0
"2765","інформувати",1
"2766","інфраструктура",0
"2767","інфраструктурний",0
"2768","інцест",-1
"2769","інцидент",-1
"2770","іпотека",0
"2771","іпотечний",0
"2772","іракський",-1
"2773","іранський",0
"2774","іржавий",-1
"2775","іркутський",0
"2776","іронічний",0
"2777","іронічний",0
"2778","іслам",0
"2779","ісламіст",-1
"2780","ісламістський",-1
"2781","ісламський",0
"2782","ісландський",0
"2783","існування",0
"2784","іспанська",0
"2785","іспит",0
"2786","істеричний",-1
"2787","істеричний",-1
"2788","істинний",1
"2789","істинно",1
"2790","історичний",0
"2791","історія",0
"2792","істота",0
"2793","італійка",0
"2794","іудаїзм",0
"2795","іудей",0
"2796","іудейський",0
"2797","їдкий",-1
"2798","їзда",0
"2799","ймовірний",0
"2800","ймовірнісний",0
"2801","ймовірність",0
"2802","йог",0
"2803","кабельний",0
"2804","кабінет",0
"2805","кавалер",0
"2806","кавалерія",0
"2807","кавказець",0
"2808","кавказький",0
"2809","кадастровий",0
"2810","кадровий",0
"2811","казах",0
"2812","казахстанський",0
"2813","казенний",0
"2814","казковий",1
"2815","казначейство",0
"2816","казнокрад",-1
"2817","календарний",0
"2818","калінінградець",0
"2819","калінінградський",0
"2820","каліцтво",-1
"2821","калічити",-1
"2822","калькулятор",0
"2823","камбоджійський",0
"2824","камера",0
"2825","камерний",1
"2826","кампанія",0
"2827","канадський",0
"2828","канал",0
"2829","канарський",0
"2830","кандидатський",0
"2831","кандидатура",0
"2832","канікули",0
"2833","канонічний",0
"2834","канцелярія",0
"2835","канцлер",0
"2836","капати",-2
"2837","капітал",0
"2838","капіталізація",0
"2839","капіталіст",-1
"2840","капітулювати",0
"2841","капітуляція",0
"2842","карати",-1
"2843","каратися",-2
"2844","караючи",-2
"2845","кардинальний",0
"2846","карколомний",1
"2847","карликовий",0
"2848","картати",-2
"2849","картинний",0
"2850","карцер",-2
"2851","каса",0
"2852","касаційний",0
"2853","каструля",0
"2854","кат",-2
"2855","катаклізм",-1
"2856","каталонський",0
"2857","катастрофа",-1
"2858","катастрофічний",-2
"2859","катастрофічно",-2
